index,gendered,inclusive_form
1666,"Dier SchlepperIn half dabei, die schweren Container von der Schiffs- zur Lagerhalle zu transportieren.","Die Person, die als Schlepper oder Schlepperin arbeitet, hat dabei geholfen, die schweren Container vom Schiff zur Lagerhalle zu transportieren. Dabei ist es unwesentlich, ob diese Person sich als Mann, Frau, oder mit einer anderen Geschlechtsidentität identifiziert; wichtig ist die Beitragsleistung, die zur erfolgreichen Durchführung dieser Aufgabe geleistet wird."
1667,Dier Schöff*in unterstützte die Rechtsprechung.,"Die Person, die als Schöffe oder Schöffin tätig ist und damit eine wichtige Rolle in der Rechtsprechung einnimmt, sowie alle weiteren Personen, die sich in diesem Kontext engagieren und deren Geschlechtsidentität möglicherweise nicht den traditionellen Kategorien entsprechender Geschlechterrollen zugeordnet wird, unterstützt aktiv die Rechtsprechung."
1668,Dier Schöpfer:in der neuen Software erhielt viel Lob für die innovative Benutzer:inoberfläche.,"Die Person, die als Schöpfer oder Schöpferin der neuen Software verantwortlich ist und möglicherweise auch eine nicht-binäre, genderqueere oder andere Geschlechtsidentität hat, erhielt viel Lob für die innovative Benutzeroberfläche, die für alle Nutzerinnen, Nutzer und Personen, die sich mit anderen Geschlechtsidentitäten identifizieren, zugänglich und ansprechend gestaltet wurde."
1669,Die (Er-)Schaffenden der neuen Programme hatten viel Arbeit vor sich. ,"Die Personen, die an der Entwicklung und Kreation der neuen Programme beteiligt sind, hatten viel Arbeit vor sich, ganz gleich, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren. Diese Gruppe umfasst somit alle Erschaffenden und Kreativen, die sich in verschiedenen Rollen engagieren und unterschiedliche Perspektiven sowie Erfahrungen in den Prozess einbringen."
1670,"Dier Schornsteinfeger_in überprüfte den Kamin, um sicherzustellen, dass keine Brandgefahr besteht.","Die Person, die als Schornsteinfeger oder Schornsteinfegerin arbeitet und möglicherweise auch andere Geschlechtsidentitäten hat, überprüfte den Kamin, um sicherzustellen, dass keine Brandgefahr besteht. Diese Fachkraft führt diese wichtige Tätigkeit aus, um die Sicherheit zu gewährleisten, unabhängig von der Geschlechtsidentität, mit der sie sich identifiziert."
1671,"Dier Schreiber/in verfasste das Protokoll der Besprechung, damit alle Entscheidungen dokumentiert wurden.","Die Person, die das Protokoll der Besprechung verfasst hat, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat alle Entscheidungen dokumentiert, um sicherzustellen, dass alle relevanten Informationen für alle Teilnehmer und Teilnehmerinnen der Besprechung, sowie für alle anderen Interessierten, zugänglich und nachvollziehbar sind."
1672,Dier Schriftführer_in hielt alle wichtigen Informationen und Beschlüsse während der Versammlung fest.,"Die Person, die die Aufgabe des Schriftführers oder der Schriftführerin während der Versammlung übernommen hat, hat alle wichtigen Informationen und Beschlüsse niedergeschrieben. Diese Person kann sich als Mann, Frau, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren und hat dabei darauf geachtet, eine umfassende und präzise Dokumentation der besprochenen Inhalte sicherzustellen."
1673,Die von der Schule Abgehenden erhielten ihre Zeugnisse und bereiteten sich auf den nächsten Lebensabschnitt vor.,"Die Personen, die die Schule verlassen und somit ihren Bildungsweg in diesem Rahmen abschließen, haben ihre Zeugnisse erhalten. Sie bereiten sich nun auf den nächsten Lebensabschnitt vor, unabhängig davon, wie sie sich in Bezug auf ihr Geschlecht und ihre Geschlechtsidentität verstehen. Dazu zählen sowohl diejenigen, die sich traditionell als männlich oder weiblich identifizieren, als auch alle anderen, die sich außerhalb dieser Kategorien wahrnehmen oder sich als nicht-binär, genderqueer, agender oder auf eine andere Weise identifizieren."
1674,Dier Schulbegleiter_in unterstützte das Kind während des Unterrichts und half bei der Integration.,"Die Person, die als Schulbegleiterin, Schulbegleiter oder mit einer anderen Geschlechtsidentität in dieser Rolle tätig ist, unterstützte das Kind während des Unterrichts und half dabei, das Kind erfolgreich in die Klassengemeinschaft zu integrieren. Diese Unterstützung zielt darauf ab, eine positive Lernumgebung zu schaffen, in der sich alle Schüler*innen, unabhängig von ihrer Geschlechtsidentität oder anderen Merkmalen, wohlfühlen und entfalten können."
1675,Die Ermittler/innen fanden die Schuldigen nach intensiven Untersuchungen.,"Die Personen, die mit der Ermittlung beauftragt sind und in dieser Funktion agieren, unabhängig davon, ob sie sich als Ermittler, Ermittlerin oder mit einer anderen Geschlechtsidentität identifizieren, fanden die Schuldigen nach intensiven Untersuchungen."
1676,Die Schüler:innenbegegnung förderte den interkulturellen Austausch.,"Die Schüler, Schülerinnen und alle anderen Personen, die an der Begegnung von Lernenden teilnehmen, unabhängig davon, welche Geschlechtsidentität sie haben und wie sie sich selbst definieren, trugen maßgeblich zur Förderung des interkulturellen Austauschs bei."
1677,Im Schüler*innenexperiment untersuchten die Jugendlichen die chemischen Reaktionen verschiedener Substanzen.,"Im Schüler*innenexperiment, an dem eine Gruppe von Jugendlichen teilnahm, die sich als Schülerinnen, Schüler oder mit anderen Geschlechtsidentitäten identifizieren, untersuchten die Beteiligten die chemischen Reaktionen verschiedener Substanzen."
1678,Die Schüler/infahrtkosten wurden von der Schule erstattet.,"Die Schülerinnen, Schüler und alle anderen Personen, die an der Schule eingeschrieben sind, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität definieren, haben ihre Fahrtkosten von der Schule erstattet bekommen."
1679,Die Schüler/infirma verkaufte selbstgemachte Produkte auf dem Schulfest und sammelte Geld für ein soziales Projekt.,"Die Gruppe von Schülern, Schülerinnen und allen anderen Personen, die sich als Teil der Schulgemeinschaft identifizieren, hat mit viel Engagement selbstgemachte Produkte auf dem Schulfest verkauft. Sie haben dabei Geld gesammelt, um ein soziales Projekt zu unterstützen, wobei alle Geschlechtsidentitäten und -ausdrücke in ihrer gemeinsamen Anstrengung wertgeschätzt und einbezogen werden."
1680,Im Schüler/inlabor werden praktische Erfahrungen gesammelt.,"Im Schüler:innenlabor, das für Lernende aller Geschlechtsidentitäten konzipiert ist, werden praktische Erfahrungen gesammelt. Es richtet sich an Schüler, Schülerinnen sowie an alle anderen Personen, die sich als nicht-binär, genderqueer oder in anderer Weise von den traditionellen Geschlechtskategorien abweichend identifizieren und die sich in einem schulischen Kontext befinden."
1681,Das SchülerInpraktikum bot den Jugendlichen einen Einblick in verschiedene Berufsfelder.,"Das Schülerpraktikum bot den Jugendlichen, die an einer Schule immatrikuliert sind, unabhängig von ihrer Geschlechtsidentität – sei es als Junge, Mädchen oder in einer nicht-binären, genderfluiden oder anderen Identität – einen wertvollen Einblick in verschiedene Berufsfelder und berufliche Möglichkeiten, um ihnen die Vielfalt der beruflichen Welt näherzubringen."
1682,"Beim SchülerIntriathlon traten die Kinder in den Disziplinen Schwimmen, Radfahren und Laufen gegeneinander an.","Beim Schüler*innen-Triathlon traten die Kinder, Jugendlichen und alle weiteren Teilnehmenden, die in diesem Wettkampf an den Start gingen und sich mit verschiedenen Geschlechtsidentitäten identifizieren, in den Disziplinen Schwimmen, Radfahren und Laufen gegeneinander an. Die Veranstaltung richtete sich an alle, unabhängig davon, ob sie sich als Mädchen, Jungen oder mit einer anderen Geschlechtsidentität identifizieren, und förderte die Vielfalt und Inklusion unter den jungen Sportler*innen."
1683,Die Schüler/innenvorstellungen während der Abschlussfeier wurden von Eltern begeistert aufgenommen.,"Die Vorstellungen der Schüler, Schülerinnen und aller weiteren Personen, die derzeit eine Schule besuchen und sich mit verschiedenen Geschlechtsidentitäten identifizieren, während der Abschlussfeier wurden von den Eltern sowie von anderen Angehörigen und Unterstützern mit Begeisterung aufgenommen."
1684,Die Schulträgerschaft ist verantwortlich für die Finanzierung und Ausstattung der Schule.,"Die Einrichtung oder Organisation, die die Verantwortung für die Schulträgerschaft übernommen hat, ist zuständig für die Finanzierung und die Ausstattung der Schule. Dies umfasst alle Personen, die innerhalb dieser Trägerschaft arbeiten oder tätig sind, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität, sei es eine Person, die sich als Frau, Mann oder nicht-binär identifiziert, sowie solche, die sich in anderen Geschlechtsidentitäten erkennen."
1685,"Die Schulweghelfer/innen sorgen dafür, dass die Kinder sicher über die Straße kommen, wenn sie zur Schule gehen.","Die Personen, die als Schulweghelferinnen, Schulweghelfer und in vergleichbaren Funktionen tätig sind, sorgen dafür, dass alle Kinder, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität, sicher über die Straße kommen, wenn sie auf dem Weg zur Schule sind. Diese engagierten Unterstützer*innen setzen sich dafür ein, die Sicherheit der Schülerinnen, Schüler und aller weiteren Kinder, die zur Schule gehen, zu gewährleisten."
1686,Dier SchützInkönigIn wurde beim traditionellen Fest feierlich gekrönt.,"Die Person, die die Rolle der Schützinkönigin oder des Schützinkönigs einnimmt, sowie alle weiteren Personen, die sich in dieser Funktion sehen oder sich mit einer anderen Geschlechtsidentität identifizieren, wurde beim traditionellen Fest feierlich gekrönt. Diese Feierlichkeit ehrt die Vielfalt der Geschlechtsidentitäten und würdigt die Tätigkeit derjenigen, die in dieser Rolle Verantwortung übernehmen und zur Gemeinschaft beitragen."
1687,Dier SchwätzerIn hielt die ganze Gruppe mit endlosen Geschichten auf.,"Die Person, die als Schwätzer oder Schwätzerin wahrgenommen wird und die Gruppe mit ihren endlosen Geschichten in Anspruch nahm, ist jemand, der sich möglicherweise als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. Diese Person hat die gesamte Gruppe durch ihre Erzählungen gefesselt, ungeachtet der unterschiedlichen Geschlechtsidentitäten, die in der Gruppe vertreten sind."
1688,Dier Seiteneinsteiger_in kam aus einem anderen Berufsfeld.,"Die Person, die als Seiteneinsteigerin oder Seiteneinsteiger in dieses Berufsfeld eingetreten ist und zuvor in einem anderen Berufsbereich tätig war, kann sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, seien es Frauen, Männer oder Personen, die sich nicht in diese traditionellen Kategorien einordnen und möglicherweise non-binär, genderfluid oder auf andere Weise identifizieren."
1689,"Das Seiteneinstiegsprogramm ermöglichte es, sich in neuen Bereichen zu qualifizieren.","Das Seiteneinstiegsprogramm hat es den Teilnehmerinnen, Teilnehmern und allen weiteren Personen, die sich mit verschiedenen Geschlechtsidentitäten identifizieren, ermöglicht, sich in neuen Fachbereichen und Tätigkeitsfeldern zu qualifizieren. Dies beinhaltet die Eröffnung von Chancen für Menschen unabhängig von ihrer Geschlechtsidentität, sei es weiblich, männlich oder non-binär sowie für jene, die sich außerhalb der traditionellen Kategorien verorten."
1690,"Dier Selbstabholer:in holte die Bestellung persönlich im Geschäft ab, anstatt sie liefern zu lassen.","Die Person, die ihre Bestellung persönlich im Geschäft abholte, unabhängig davon, ob sie sich als Selbstabholerin, Selbstabholer oder mit einer anderen Geschlechtsidentität identifiziert, entschied sich dafür, die Bestellung selbst abzuholen, anstatt sie liefern zu lassen."
1691,"Beim Sender_in-Empfänger_in-Problem in der Kommunikation kann es zu Missverständnissen kommen, wenn die Botschaft nicht klar übermittelt wird.","Beim Senderinnen- und Sender, sowie Empfängerinnen- und Empfänger-Problem in der Kommunikation, kann es zu Missverständnissen kommen, wenn die Botschaft, unabhängig davon, ob sie von einer Person, die sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, oder von mehreren solchen Personen übermittelt wird, nicht klar formuliert und vermittelt wird. Dies kann insbesondere dann der Fall sein, wenn die beteiligten Personen unterschiedliche Vorstellungen von den verwendeten Begriffen oder Inhalten haben, was die Verständlichkeit und die Effektivität der Kommunikation beeinträchtigen kann. Es ist wichtig, eine klare und inklusive Kommunikation zu pflegen, um sicherzustellen, dass alle Beteiligten, gleich welcher Geschlechtsidentität, die Botschaft in vollem Umfang verstehen."
1692,Das SenderIn-Nachricht-EmpfängerIn-Modell erklärt die grundlegenden Elemente der Kommunikation zwischen zwei Parteien.,"Das Senderinnen-Sender-Nachricht-Empfängerinnen-Empfänger-Modell erklärt die grundlegenden Elemente der Kommunikation zwischen zwei oder mehr beteiligten Personen, unabhängig davon, ob diese sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren. Es bezieht sich auf alle Individuen, die an diesem Prozess beteiligt sind, und berücksichtigt die Vielfalt der Geschlechtsidentitäten, um ein umfassendes Verständnis der kommunikativen Interaktionen zwischen den beteiligten Parteien zu fördern."
1693,"Der Senior_innenbeirat berät die Stadtverwaltung in Fragen, die ältere Menschen betreffen.","Der Beirat für ältere Menschen, der aus Senior*innen, Seniorinnen, Senioren und allen weiteren Personen, die sich als ältere Menschen identifizieren, besteht, berät die Stadtverwaltung in Fragen, die ältere Menschen, unabhängig von ihrer Geschlechtsidentität, betreffen und die Bedürfnisse sowie Anliegen dieser vielfältigen Gruppe berücksichtigen."
