index,gendered,inclusive_form
1811,Dier Treuhänder*in verwaltete das Vermögen der Verstorbenen und sorgte für eine gerechte Verteilung.,"Die Person, die als Treuhänderin, Treuhänder oder in einer anderen Funktion, die mit der Verwaltung und dem Schutz von Vermögenswerten befasst ist, agiert, hat das Vermögen der verstorbenen Person verwaltet. Dabei stellte sie sicher, dass eine faire und gerechte Verteilung des Vermögens unter allen Anspruchsberechtigten stattfindet, unabhängig davon, ob diese sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren."
1981,Viele Zivilist*innen waren von den Kämpfen betroffen.,"Viele Zivilpersonen, die möglicherweise verschiedene Geschlechtsidentitäten haben – sei es, dass sie sich als Männer, Frauen oder nicht-binär identifizieren oder einer anderen Geschlechtsidentität angehören – waren von den Kämpfen betroffen. Diese Personen können aus unterschiedlichen Altersgruppen, ethnischen Hintergründen und sozialen Schichten stammen und stehen alle im Mittelpunkt der Auswirkungen, die die Konflikte auf das zivile Leben haben."
1748,Der Schwimmmeister/inraum enthält alle Sicherheitsausrüstungen.,"'Der Raum, der für die Schwimmmeisterinnen, Schwimmmeister und alle anderen Personen, die in der Schwimmausbildung oder -überwachung tätig sind und sich mit verschiedenen Geschlechtsidentitäten identifizieren, vorgesehen ist, enthält alle erforderlichen Sicherheitsausrüstungen, die für einen sicheren und verantwortungsvollen Betrieb notwendig sind.'"
1472,Dier Rechtsextreme wurde für deren Taten verurteilt.,"Die Person, die rechtsextreme Ansichten vertritt und sich möglicherweise in einem ganz bestimmten Spektrum von Ideologien sowie Geschlechtsidentitäten verortet, wurde aufgrund ihrer Handlungen von der Justiz verurteilt."
1403,Dier Platzwärt_in kümmerte sich um den Sportplatz.,"'Die Person, die für die Pflege und Instandhaltung des Sportplatzes verantwortlich ist, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, kümmerte sich um die Belange des Sportplatzes und sorgte dafür, dass dieser in einem optimalen Zustand für alle Nutzerinnen, Nutzer und Personen, die an sportlichen Aktivitäten teilnehmen, bleibt.'"
1170,"Dey war eine gestandene Person, groß und muskulös.","Dey war eine selbstbewusste und erfahrene Person, die sich durch eine beeindruckende Körperstruktur auszeichnete, geprägt von einer großen Statur und muskulösen Zügen. Diese Person könnte sich mit verschiedenen Geschlechtsidentitäten identifizieren, einschließlich, aber nicht beschränkt auf, männlich, weiblich oder nicht-binär, was ihre individuelle Stärke und Präsenz umso mehr unterstreicht."
275,Dier Bauträger*in kümmerte sich um die Entwicklung des Wohngebiets.,"Die Person, die als Bauträgerin, Bauträger oder in einer vergleichbaren Rolle tätig ist und sich möglicherweise mit einer Vielzahl von Geschlechtsidentitäten identifiziert, kümmerte sich um die Entwicklung des Wohngebiets. Diese Person war verantwortlich für die Planung und Umsetzung der Bauprojekte, die sowohl den Bedürfnissen der Gemeinschaft als auch den individuellen Anforderungen an den Wohnraum Rechnung tragen."
218,Die App ist besonders benutzer*infreundlich.,"'Die App ist besonders benutzerinnen-, benutzern- und nutzerunabhängig freundliche gestaltet, sodass sie für alle Personen, die sie verwenden, unabhängig von ihrer Geschlechtsidentität, ihren Geschlechtsausdruck oder ihrer individuellen Nutzungserfahrung, eine positive und intuitive Benutzererfahrung bietet.'"
1707,"Die spekulierende Person investierte in risikoreiche Aktien, um von den Kursschwankungen zu profitieren.","Die Person, die sich mit spekulativen Investitionen beschäftigt, hat in Aktien investiert, die als risikoreich klassifiziert sind, um von den potenziellen Kursschwankungen zu profitieren. Dabei umfasst diese Bezeichnung alle individuellen Geschlechtsidentitäten, einschließlich, aber nicht beschränkt auf Frauen, Männer, nicht-binäre, genderqueere und andere Personen, die eine Vielfalt an Geschlechtsidentitäten repräsentieren. Es wird deutlich, dass unabhängig von der Geschlechtsidentität jeder und jede, die Interesse an solchen Investitionen hat, aktiv an dieser finanziellen Strategie teilnehmen kann."
1690,"Dier Selbstabholer:in holte die Bestellung persönlich im Geschäft ab, anstatt sie liefern zu lassen.","Die Person, die ihre Bestellung persönlich im Geschäft abholte, unabhängig davon, ob sie sich als Selbstabholerin, Selbstabholer oder mit einer anderen Geschlechtsidentität identifiziert, entschied sich dafür, die Bestellung selbst abzuholen, anstatt sie liefern zu lassen."
928,"Dier Kooperationspartner*in entwickelte neue Strategien für das Geschäftsjahr.
","Die Person, die als Kooperationspartner*in fungiert und mit uns zusammenarbeitet, hat neue Strategien für das kommende Geschäftsjahr entwickelt. Diese Person könnte sich als Frau, Mann oder auf andere Weise identifizieren und bringt vielfältige Perspektiven und Erfahrungen ein, die für unseren gemeinsamen Erfolg von Bedeutung sind."
829,Die Installatonsfachkraft reparierte die defekte Heizungsanlage im Haus.,"Die Person, die als Installationsfachkraft arbeitet und für die Reparatur von Heizungsanlagen zuständig ist, hat die defekte Heizungsanlage im Haus erfolgreich repariert, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. Menschen in diesem Beruf können eine Vielzahl von Geschlechtsidentitäten repräsentieren und tragen durch ihre Fähigkeiten zur Instandhaltung und Verbesserung der Heizungsanlagen in Wohn- und Geschäftsräumen bei."
311,Dier Bieter*in gewann die Auktion mit dem höchsten Gebot.,"Die Person, die ein Gebot abgegeben hat, unabhängig davon, ob sie sich als Bieter, Bieterin oder mit einer anderen Geschlechtsidentität identifiziert, hat die Auktion mit dem höchsten Gebot gewonnen."
1232,Die KfZ-MechanikerInnen-Innung bietet regelmäßig Schulungen und Weiterbildungen an.,"Die Kraftfahrzeug-Mechaniker:innen-Innung bietet regelmäßig Schulungen und Weiterbildungen an, die sowohl für Personen geeignet sind, die sich als Mechanikerinnen, Mechaniker oder mit einer anderen Geschlechtsidentität identifizieren, als auch für alle weiteren Interessierten, die in diesem Berufsfeld tätig sind oder eine Ausbildung anstreben, unabhängig von ihrer Geschlechtsidentität oder -zugehörigkeit."
113,"Petra ist Allergiker:in, immer wenn dey am Niessen ist oder am Naseputzen ist, drehen sich Menschen in der Bahn um, damit sie sehen können, wer das war.","Petra ist eine Person, die an Allergien leidet. Immer wenn diese Person niesen oder sich die Nase putzen muss, wenden sich andere Fahrgäste in der Bahn um, um zu sehen, wer diese Geräusche verursacht hat. Dabei handelt es sich um eine individuelle gesundheitliche Reaktion, die unabhängig von Geschlechtsidentität oder persönlichen Vorlieben ist."
87,Dier AugenoptikerIn passte meine neue Brille an.,"Die Fachkraft für Augenoptik, die sich in diesem Beruf ausübt, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, passte meine neue Brille an und stellte sicher, dass sie perfekt sitzt und meinen Bedürfnissen entspricht."
1993,Die Zimmereifachkraft baute das Dach des neuen Hauses.,"Die Person, die als Zimmereifachkraft arbeitet und somit über die notwendigen Fähigkeiten und das Fachwissen verfügt, um im Bereich des Zimmererhandwerks tätig zu sein, hat das Dach des neuen Hauses konstruiert und installiert. Diese Person könnte sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren, und ihr handwerkliches Können trägt maßgeblich zum erfolgreichen Abschluss des Bauprojekts bei."
1829,Dier Umschüler:in begann eine neue Ausbildung im IT-Bereich.,"Die Person, die an einer Umschulung teilnimmt und sich im Hinblick auf ihre Geschlechtsidentität als Umschüler, Umschülerin oder auf andere Weise identifiziert oder auch nicht mit den traditionellen Geschlechterkategorien übereinstimmt, hat eine neue Ausbildung im Bereich der Informationstechnologie begonnen."
1785,Dier Tierschützer*in startet eine Kampagne zum Schutz der Wale. ,"Die Person, die sich für den Tierschutz engagiert, unabhängig davon, ob sie sich als Tierschützer, Tierschützerin oder mit einer anderen Geschlechtsidentität identifiziert, hat eine Kampagne ins Leben gerufen, die darauf abzielt, die Wale zu schützen und ihren Lebensraum zu bewahren."
1162,"Dier ManipulantIn versuchte, die Ergebnisse zu beeinflussen.","Die Person, die manipulative Taktiken anwendet, um die Ergebnisse zu beeinflussen, wird unabhängig von ihrer Geschlechtsidentität - sei es als Frau, Mann oder eine andere Identität, wie zum Beispiel nicht-binär, genderqueer oder agender - beschrieben. Diese Person verfolgt möglicherweise persönliche Interessen und strebt danach, den Ausgang einer Situation zu seinen oder ihren Gunsten zu verändern."
375,Dier CoderIn programmierte eine neue App.,"'Die Person, die für das Programmieren der neuen App verantwortlich ist und sich als Coder oder Coderin identifiziert oder möglicherweise einer anderen Geschlechtsidentität angehört, hat eine innovative Anwendung entwickelt, die verschiedene Bedürfnisse und Anforderungen der Nutzerinnen, Nutzer und aller weiteren Personen berücksichtigt.'"
89,Die Beobachtende berichteten der Polizei von dem Unfall.,"Die Personen, die den Vorfall beobachtet haben, haben der Polizei sämtliche Informationen zum Unfall mitgeteilt, unabhängig davon, wie sie sich bezüglich ihres Geschlechts oder ihrer Geschlechtsidentität identifizieren."
446,"Die Dienstherr:innengenehmigung war erforderlich, um bestimmte geschäftliche Entscheidungen zu treffen.","Die Genehmigung der verantwortlichen Personen im öffentlichen Dienst, unabhängig davon, ob diese sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren, war notwendig, um bestimmte geschäftliche Entscheidungen zu treffen und um sicherzustellen, dass alle relevanten rechtlichen und administrativen Richtlinien beachtet werden."
1025,Das Kundschaftsprojekt wurde pünktlich und zur vollen Zufriedenheit abgeschlossen.,"Das Projekt, das sich mit der Kundschaft auseinandersetzt und dabei Menschen jeglicher Geschlechtsidentität einbezieht, wurde sowohl pünktlich als auch zur vollen Zufriedenheit aller beteiligten Personen und Gruppen abgeschlossen. Dies schließt alle Individuen ein, die als Kund:innen, Klient:innen oder Mitglied:innen betrachtet werden, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren."
520,Die politischen EntscheidungsträgerInnen berieten über die neuen Gesetze.,"Die Personen, die als politische Entscheidungsträgerinnen, Entscheidungsträger und weitere Individuen, die in politischen Ämtern aktiv sind oder sich mit verschiedenen Geschlechtsidentitäten identifizieren, fungieren, berieten gemeinsam über die neuen Gesetze. Dabei wird die Vielfalt der Geschlechtsidentitäten respektiert und anerkannt, einschließlich, aber nicht beschränkt auf Frauen, Männer, nicht-binäre Personen, genderqueere Individuen sowie weitere Identitäten, die möglicherweise nicht den traditionellen Geschlechterkategorien entsprechen."
294,Dier Beschuldigte beteuerte deren Unschuld vor Gericht.,"'Die Person, die beschuldigt wird, hat vor Gericht beteuert, dass sie unschuldig ist, unabhängig davon, welches Geschlecht oder welche Geschlechtsidentität sie hat. Dies umfasst alle Menschen, die in rechtlichen Angelegenheiten stehen, unabhängig davon, ob sie sich als Frau, Mann oder in einer anderen Geschlechtsidentität definieren.'"
1547,Im Pfleger:innenzimmer besprachen die Krankenpfleger:innen den Tagesablauf.,"Im Raum der Pflegekräfte, in dem die verschiedenen professionellen und unterstützenden Mitarbeiterinnen, Mitarbeiter und alle anderen Personen, die im Bereich der Krankenpflege tätig sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, zusammenkommen, besprachen die Pflegekräfte den Tagesablauf. Dies schließt alle Pflegekräfte ein, unabhängig davon, ob sie sich als Frau, Mann oder einer anderen Geschlechtsidentität zugehörig fühlen."
287,"Deren Berater_intätigkeit half vielen Unternehmen, ihre Effizienz zu steigern.","Die Personen, die in der Beratertätigkeit tätig sind und sich in Bezug auf Geschlecht und Geschlechtsidentität als Frauen, Männer oder mit einer anderen Identität definieren, haben zahlreichen Unternehmen dabei geholfen, ihre Effizienz zu steigern und ihre betrieblichen Abläufe zu optimieren."
1317,Das Okapi ist in den Wäldern Zentralafrikas heimisch.,"Das Okapi, eine Tierart, die in den Wäldern Zentralafrikas lebt, ist ein faszinierendes Beispiel für die Biodiversität dieser Region. Es gehört zur Familie der Giraffidae und zeichnet sich durch seinen charakteristischen Körperbau sowie die einzigartigen Streifen an seinen Beinen aus. In diesen Wäldern, die eine reichhaltige Tier- und Pflanzenwelt beherbergen, findet das Okapi seinen Lebensraum, wo es in Harmonie mit anderen Lebewesen existiert, unabhängig von ihren Geschlechtsidentitäten oder Arten."
334,Die Benutzer:inverwaltung ermöglicht die Kontrolle über alle Konten.,"Die Verwaltung der Benutzerinnen, Benutzer und all derjenigen Personen, die eine digitale Plattform nutzen oder ein Benutzerkonto verwalten, bietet die Möglichkeit, sämtliche Konten zu kontrollieren und zu verwalten. Dies schließt alle Geschlechtsidentitäten ein, unabhängig davon, ob sich die Personen als Frau, Mann oder anders identifizieren."
1544,Die Schüler/innen warten auf die Pause.,"Die Personen, die als Schüler, Schülerinnen oder mit einer anderen Geschlechtsidentität, die sie in dem Kontext des Schulunterrichts vertreten, identifiziert werden, warten auf die Pause. Dabei sind alle Geschlechtsidentitäten willkommen, einschließlich, aber nicht beschränkt auf Frauen, Männer, nicht-binäre Menschen, genderqueere Personen und solche, die sich außerhalb des traditionellen Geschlechterbinärs definieren."
866,"Eine Person, die fleißig arbeitet, wird belohnt.","Eine Person, die sich durch engagiertes und hartnäckiges Arbeiten auszeichnet, wird belohnt, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Dabei kann es sich um Menschen verschiedener kultureller Hintergründe, Altersgruppen, sexueller Orientierung und anderer Identitätsmerkmale handeln, die alle durch ihre individuellen Beiträge und ihren Einsatz in ihrem Arbeitsumfeld anerkannt werden."
