inclusive_form,gendered,predicted
"Der Rückgang der Besucherinnen, Besucher und aller anderen Personen, die sich für die Ausstellung interessiert haben und sich mit verschiedenen Geschlechtsidentitäten identifizieren, war deutlich spürbar.",Der Besucher_inrückgang in der Ausstellung war deutlich spürbar.,"Der Rückgang der Besucherinnen, Besucher und aller anderen Personen, die sich für die Ausstellung interessiert haben und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, war deutlich spürbar. Der Rückgang der Besucherinnen, Besucher und aller anderen Personen, die sich für die Ausstellung interessiert haben und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, war deutlich spürbar."
"Die Person, die als Allgemeinmediziner:in tätig ist und in dieser Rolle für die medizinische Betreuung und das Wohlbefinden ihrer Patientinnen, Patienten und aller weiteren Personen, die sich in Bezug auf Geschlecht und Geschlechtsidentität vielfältig definieren, zuständig ist, kümmert sich engagiert um die Gesundheit ihrer Klientel.",Dier AllgemeinmedizinerIn kümmert sich um die Gesundheit ihrer PatientInnen.,"Die Person, die als Allgemeinmediziner:in tätig ist und in dieser Rolle für die medizinische Betreuung und das Wohlbefinden ihrer Patientinnen, Patienten und aller weiteren Personen, die sich in Bezug auf Geschlecht und Geschlechtsidentität identifizieren, tätig ist, kümmert sich engagiert um die Gesundheit ihrer Klientel. Diese Person, die als Allgemeinmediziner:in tätig ist, tätig ist, ist und in dieser Rolle für die medizinische Betreuung und die Wohlbefinden ihrer Patienten, Patienten und aller weiteren Personen, die sich in Bezug auf Geschlecht und Geschlechtsidentität und Geschlechtsidentität vielfältig definieren, kümmert sich engagiert um die Gesundheit ihrer Klientel."
"'Die Person, die als Makler oder Maklerin tätig ist und sich in ihrer Geschlechtsidentität als Frau, Mann oder als eine andere Identität versteht, wurde beauftragt, die Immobilien im Namen des Unternehmens zu verkaufen. Dies umfasst alle Personen, die sich in einem Berufsrollenbild des Immobilienmarktes befinden, unabhängig davon, welches Geschlecht sie zuordnen oder ob sie nichtbinär, genderqueer oder einer anderen Geschlechtsidentität angehören.'","Die Makler_in wurde beauftragt, die Immobilien im Namen des Unternehmens zu verkaufen.","'Die Person, die als Makler oder Makler tätig ist und sich in ihrer Geschlechtsidentität als Frau, Mann oder als eine andere Identität versteht, wurde beauftragt, die Immobilien im Namen des Unternehmens zu verkaufen. Diese umfasst alle Personen, die sich in einem Berufsrollenbild des Immobilienmarktes befinden, unabhängig davon, welches Geschlechtsidentität sie zuordnen oder ob sie nichtbinär, genderqueer oder einer anderen Geschlechtsidentität angehören.'"
"Jedes Mitglied des Vereins, unabhängig davon, ob es sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, ist aufgefordert, einen Beitrag zu leisten, um das gemeinschaftliche Engagement und die Zusammenarbeit innerhalb des Vereins zu fördern. Dabei sind alle Arten von Beiträgen willkommen, sei es durch aktive Teilnahme, finanzielle Unterstützung oder das Einbringen von Ideen, um die Vielfalt und Inklusivität in der Vereinsarbeit zu stärken.",Jedes Mitglied des Vereins muss einen Beitrag leisten.,"Jeder Person, unabhängig davon, ob sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, ist aufgefordert, einen Beitrag zu leisten, um das gemeinschaftliche Engagement und die Zusammenarbeit innerhalb des Vereins zu fördern. Dabei sind alle Arten von Beiträgen willkommen, sei es durch aktive Teilnahme, finanziell Unterstützung oder das Einbringen von Ideen, um die Vielfalt und Inklusivität in der Vereinarbeit zu stärken. Diese Vielfalt und Inklusivität in der Vereinarbeit zu stärken."
"Die Person, die als Mediator:in tätig ist und die Rolle des Vermittlers oder der Vermittlerin zwischen den beiden streitenden Parteien übernimmt, hat diesen beiden Parteien, unabhängig davon, ob sie sich als Frauen, Männer oder mit anderen Geschlechtsidentitäten identifizieren, dabei geholfen, eine Lösung zu finden, die für beide Seiten akzeptabel und zufriedenstellend ist.","Die*der Mediator*in half den beiden streitenden Parteien dabei, eine für beide Seiten akzeptable Lösung zu finden.","Die Person, die als Mediator:in tätig ist und die Rolle des Vermittlers oder der Vermittlerin zwischen den beiden streitenden Parteien, unabhängig davon, ob sie sich als Frauen, Männer oder mit anderen Geschlechtsidentitäten identifizieren, ob sie sich als Frauen, Männer oder mit anderen Geschlechtsidentitäten identifizieren, ob sie sich als Frauen, Männer oder mit anderen Geschlechtsidentitäten identifizieren, ein Lösung zu finden, die für beide Seiten akzeptabel und zufriedenstellend ist."
"Die Person, die die Anweisungen erteilte und für die Organisation der Aufgaben verantwortlich ist, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, wies die Arbeiterinnen, Arbeiter und alle weiteren Personen, die möglicherweise unterschiedliche Geschlechtsidentitäten haben und Teil des Teams sind, an, die Kisten zu stapeln.","Dier Anordner/in wies die Arbeiter/innen an, die Kisten zu stapeln.","Die Person, die die Anweisungen erteilte und für die Organisation der Aufgaben verantwortlich ist, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, wies die Arbeiterinnen, Arbeiter und alle weiteren Personen, die möglicherweise unterschiedliche Geschlechtsidentitäten haben und Teil des Teams sind, an, die Kisten zu stapeln. Die Person, die sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, wie sie die Arbeiterinnen, Arbeiter und alle weiteren Personen, die möglicherweise unterschiedliche Geschlechtsidentitäten haben und Teil des Teams sind, an, die Kisten zu stapeln."
"Die Person, die als Archäologin oder Archäologe arbeitet, sowie alle weiteren Personen, die in diesem Berufsfeld tätig sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, entdeckte eine antike Stadt, die unter dem Sand verborgen lag.",Dier Archäolog*in entdeckte eine antike Stadt unter dem Sand.,"Die Person, die als Archäologin oder Archäologe arbeitet, sowie alle weiteren Personen, die in diesem Berufsfeld tätig sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, entdeckte eine antike Stadt, die unter dem Sand verborgen lag. Diese Person, die als Archäologin oder Archäologie hat, arbeitet und arbeitet, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren, und hat sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, die unter dem Sand verborgen lag."
"Beim Schüler*innen-Triathlon traten die Kinder, Jugendlichen und alle weiteren Teilnehmenden, die in diesem Wettkampf an den Start gingen und sich mit verschiedenen Geschlechtsidentitäten identifizieren, in den Disziplinen Schwimmen, Radfahren und Laufen gegeneinander an. Die Veranstaltung richtete sich an alle, unabhängig davon, ob sie sich als Mädchen, Jungen oder mit einer anderen Geschlechtsidentität identifizieren, und förderte die Vielfalt und Inklusion unter den jungen Sportler*innen.","Beim SchülerIntriathlon traten die Kinder in den Disziplinen Schwimmen, Radfahren und Laufen gegeneinander an.","Beim Schüler-Triathlon traten die Kinder, Jugendlichen und alle weiteren Teilnehmenden, die in diesem Wettkampf an den Start gingen und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, in den Disziplinen Schwimmen, Radfahren und Laufen gegeneinander an. Die Veranstaltung richtete sich an alle, unabhängig davon, ob sie sich als Mädchen, Jungen oder mit einer anderen Geschlechtsidentität identifizieren, und fördert die Vielfalt und Inklusion unter den jungen Sportlerinnen, Sportler und alle anderen Sportlerinnen, Sportler und all jene, die in dieser Veranstaltung identifizieren, unabhängig davon, ob sie sich als Mädchen, Jungen oder mit einer anderen Geschlechtsidentität identifizieren, und fördert die Vielfalt und Inklusion unter den jungen Sportlerinnen, Sportler und all jene, die in dieser Veranstaltung identifizieren."
"Dey ist eine überzeugte pazifistische Person, die sich für Frieden und gewaltfreie Konfliktlösung einsetzt und Gewalt in jeglicher Form ablehnt. Dey kann sich als Teil unterschiedlicher Geschlechtsidentitäten verstehen, wobei diese Überzeugung nicht von einer spezifischen Geschlechtsidentität abhängt. Das Engagement für eine friedliche und respektvolle Koexistenz spiegelt Deys Wertschätzung für alle Menschen wider, unabhängig von ihrem Geschlecht oder ihrer Identität.",Dey ist eine überzeugte pazifistische Person und lehnt Gewalt ab.,"Das Engagement für eine friedliche und respektvolle Koexistenzspiegelt Dey’s Wertschätzung für alle Menschen wider, unabhängig von ihrem Geschlecht oder ihrer Identität. Das Engagement für eine friedliche und respektvolle Koexistenzspiegelt Dey’s Wertschätzung für alle Menschen wider, unabhängig von ihrem Geschlecht oder ihrer Identität. Das Engagement für eine friedliche und respektvolle Koexistenzspiegelt Dey’s Wertschätzung für alle Menschen wider, unabhängig von ihrem Geschlecht oder ihrer Identität."
"Mein Schwiegerelternteil, also die Person, die mit meinem Partner oder meiner Partnerin in einer rechtlichen oder emotionalen Beziehung steht und die Rolle eines Schwiegerelternteils übernimmt, unabhängig davon, ob diese Person sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, ist ein sehr netter und hilfsbereiter Mensch.",Mein Schwiegerelternteil ist ein sehr netter und hilfsbereiter Mensch.,"Mein Schwiegerelternteil, also die Person, die mit meinem Partner oder meine Partnerin in einer rechtlichen oder emotionalen Beziehung steht und die Rolle eines Schwiegerelternteils übernimmt, unabhängig davon, ob diese Person sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, ist ein sehr netter und hilfsbereiter Mensch."
"Die Personen, die in der Opposition sind und unterschiedliche Geschlechtsidentitäten haben, kritisierten die Regierung auf deutliche und klare Weise, unabhängig davon, ob sie sich als Männer, Frauen, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren.",Dier Oppositionelle kritisierte die Regierung scharf.,"Die Personen, die in der Opposition sind und unterschiedliche Geschlechtsidentitäten haben, haben kritisiert die Regierung auf deutliche und klare Weise, unabhängig davon, ob sie sich als Männer, Frauen oder mit einer anderen Geschlechtsidentität identifizieren. Those identifizieren, unabhängig davon, ob sie sich als Männer, Frauen, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren."
"Die Person, die an der Errichtung des Denkmals beteiligt war und sich als Erbauerin, Erbauer oder mit einer anderen Geschlechtsidentität identifiziert, wurde für ihre, seine oder deren herausragende Arbeit geehrt.",Dier Erbauer:in des Denkmals wurde für deren Arbeit geehrt.,"Die Person, die als Errichtung des Denkmals beteiligt war und sich als Erbauerin, Erbauerin oder mit einer anderen Geschlechtsidentität identifiziert, wurde für ihre, ihre oder ihre herausragende Arbeit geehrt. Diese Person, die sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, wurde für ihre, ihre oder ihre herausragende Arbeit geehrt."
"Beim Forschungskolloquium haben zahlreiche Personen, die in der Forschung tätig sind, innovative Ideen ausgetauscht. Dazu zählen Wissenschaftlerinnen, Wissenschaftler sowie alle weiteren Personen, die sich in der akademischen oder wissenschaftlichen Gemeinschaft engagieren, unabhängig von ihrer Geschlechtsidentität. Diese Vielfalt an Perspektiven und Ansichten hat zu einem bereichernden und kreativen Dialog geführt.",Beim Forschungskolloquium wurden innovative Ideen ausgetauscht.,"Beim Forschungskolloquium haben zahlreiche Personen, die in der Forschung tätig sind, in der Forschung tätig sind, innovative Ideen ausgetauscht. Dazu zählen Wissenschaftlerinnen, Wissenschaftler sowie alle weiteren Personen, die sich in der akademischen oder wissenschaftlichen Gemeinschaft engagieren, unabhängig von ihrer Geschlechtsidentität. Diese Vielfalt an Perspektiven und Ansichten hat zu einem bereichernden und kreativen Dialog geführt. Diese Vielfalt an Perspektiven und Perspektiven hat zu einem bereichernden und kreativen Dialog geführt."
"Die Mitglieder der Streitkräfte, unabhängig von ihrem Geschlecht, ihrer Geschlechtsidentität oder ihrer sexuellen Orientierung, marschierten diszipliniert in Formation. Diese Gruppe umfasst sowohl Frauen, Männer als auch nicht-binäre Personen und Menschen, die sich auf andere Weise identifizieren. Sie alle tragen im Rahmen ihrer militärischen Ausbildung und Dienstpflichten zu dieser beeindruckenden und einheitlichen Demonstration von Disziplin und Zusammenhalt bei.",Die Streitkräfte marschierten diszipliniert in Formation.,"Die Personen, unabhängig von ihrem Geschlecht, ihrer Geschlechtsidentität oder ihrer sexuellen Orientierung, marschierte diszipliniert in Form. Diese Gruppe umfasst sowohl Frauen, Männer als auch nicht-binäre Personen und Menschen, die sich auf andere Weise identifizieren. Sie alle tragen im Rahmen ihrer militärischen Ausbildung und Dienstpflichten, um ihre militärischen Ausbildung und Dienstpflichten zu dieser beeindruckenden und einheitlichen Demonstration von Disziplin und Zusammenhalt bei."
"Das Training bereitete die Gruppe von Personen, die im Team zusammenarbeiten und unterschiedliche Geschlechtsidentitäten haben, intensiv auf die Meisterschaft vor. Dabei wurden sowohl diejenigen, die sich als Männer oder Frauen identifizieren, als auch jene, die sich nicht in den traditionellen Geschlechtskategorien wiederfinden, gleichwertig einbezogen und gefördert.",Das Training bereitete das Team intensiv auf die Meister:inschaft vor.,"Das Training bereitete die Gruppe von Personen, die im Team zusammenarbeiten und unterschiedliche Geschlechtsidentitäten haben, intensiv auf die Meisterschaft vor. Dabei wurden sowohl diejenigen, die sich als Männer oder Frauen identifizieren, als auch jene, die sich nicht in den traditionellen Geschlechtskategorien wiederfinden, gleichwertig einbezogen und gefördert. Dabei wurden sowohl diejenigen, die sich als Männer, Frauen oder nicht-binär identifizieren, als auch jene, die sich nicht in den traditionellen Geschlechtskategorien wiederfinden, gleichwertig einbezogen und gefördert."
